2020-08-19 15:28:20,192.168.1.151,24,29
2020-08-19 15:28:56,192.168.1.151,24,29
2020-08-19 15:29:35,192.168.1.151,24,29
2020-08-19 15:30:11,192.168.1.151,24,29
2020-08-19 15:30:49,192.168.1.151,24,30
2020-08-19 15:31:27,192.168.1.151,24,29
2020-08-19 15:32:05,192.168.1.151,23,29
2020-08-19 15:33:46,192.168.1.151,23,29
2020-08-19 15:34:01,192.168.1.151,23,29
2020-08-19 15:34:43,192.168.1.151,24,34
2020-08-19 15:35:21,192.168.1.151,24,29
2020-08-19 15:35:59,192.168.1.151,24,29
2020-08-19 15:36:36,192.168.1.151,24,29
2020-08-19 15:37:13,192.168.1.151,23,29
2020-08-19 15:37:51,192.168.1.151,23,29
2020-08-19 15:38:28,192.168.1.151,24,29
2020-08-19 15:39:05,192.168.1.151,23,29
2020-08-19 15:39:42,192.168.1.151,24,29
2020-08-19 15:40:20,192.168.1.151,24,29
2020-08-19 15:40:59,192.168.1.151,26,28
2020-08-19 15:41:35,192.168.1.151,24,30
2020-08-19 15:42:14,192.168.1.151,23,29
2020-08-19 15:42:51,192.168.1.151,23,29
2020-08-19 15:43:29,192.168.1.151,23,30
2020-08-19 15:44:07,192.168.1.151,23,29
2020-08-19 15:44:46,192.168.1.151,23,29
2020-08-19 15:45:24,192.168.1.151,23,29
2020-08-19 15:46:01,192.168.1.151,23,29
2020-08-19 15:46:39,192.168.1.151,24,30
2020-08-19 15:47:17,192.168.1.151,23,29
2020-08-19 15:47:55,192.168.1.151,24,30
2020-08-19 15:48:33,192.168.1.151,23,29
2020-08-19 15:49:11,192.168.1.151,23,31
2020-08-19 15:49:49,192.168.1.151,23,30
2020-08-19 15:50:27,192.168.1.151,23,29
2020-08-19 15:51:03,192.168.1.151,24,29
2020-08-19 15:51:41,192.168.1.151,23,29
2020-08-19 15:52:55,192.168.1.151,23,29
2020-08-19 15:53:33,192.168.1.151,23,29
2020-08-19 15:54:09,192.168.1.151,23,29
2020-08-19 15:54:46,192.168.1.151,23,29
2020-08-19 15:55:24,192.168.1.151,23,29
2020-08-19 15:56:01,192.168.1.151,23,29
2020-08-19 15:56:39,192.168.1.151,23,31
2020-08-19 15:57:18,192.168.1.151,23,29
2020-08-19 15:57:55,192.168.1.151,25,28
2020-08-19 15:58:32,192.168.1.151,23,29
2020-08-19 15:59:11,192.168.1.151,23,29
2020-08-19 15:59:47,192.168.1.151,23,29
2020-08-19 16:00:26,192.168.1.151,23,29
2020-08-19 16:01:04,192.168.1.151,23,29
2020-08-19 16:01:41,192.168.1.151,23,29
2020-08-19 16:02:20,192.168.1.151,24,29
2020-08-19 16:02:58,192.168.1.151,23,29
2020-08-19 16:03:34,192.168.1.151,23,29
2020-08-19 16:04:12,192.168.1.151,23,29
2020-08-19 16:04:50,192.168.1.151,23,29
